date|open|high|low|close|adj close|volume|date2
8/4/2022|4154.85|4161.29|4135.42|4151.94|4151.94|4283320000|8/4/2022
8/3/2022|4107.96|4167.66|4107.96|4155.17|4155.17|4351760000|8/3/2022
8/2/2022|4104.21|4140.47|4079.81|4091.19|4091.19|4727710000|8/2/2022
8/1/2022|4112.38|4144.95|4096.02|4118.63|4118.63|4202810000|8/1/2022
7/29/2022|4087.33|4140.15|4079.22|4130.29|4130.29|4616360000|7/29/2022
7/28/2022|4026.13|4078.95|3992.97|4072.43|4072.43|4413000000|7/28/2022
7/27/2022|3951.43|4039.56|3951.43|4023.61|4023.61|4112180000|7/27/2022
7/26/2022|3953.22|3953.22|3910.74|3921.05|3921.05|3778950000|7/26/2022
7/25/2022|3965.72|3975.30|3943.46|3966.84|3966.84|3568340000|7/25/2022
7/22/2022|3998.43|4012.44|3938.86|3961.63|3961.63|3979240000|7/22/2022
7/21/2022|3955.47|3999.29|3927.64|3998.95|3998.95|4132790000|7/21/2022
7/20/2022|3935.32|3974.13|3922.03|3959.90|3959.90|4185300000|7/20/2022
7/19/2022|3860.73|3939.81|3860.73|3936.69|3936.69|4041070000|7/19/2022
7/18/2022|3883.79|3902.44|3818.63|3830.85|3830.85|4046870000|7/18/2022
7/15/2022|3818.00|3863.62|3817.18|3863.16|3863.16|4143800000|7/15/2022
7/14/2022|3763.99|3796.41|3721.56|3790.38|3790.38|4199690000|7/14/2022
7/13/2022|3779.67|3829.44|3759.07|3801.78|3801.78|4109390000|7/13/2022
7/12/2022|3851.95|3873.41|3802.36|3818.80|3818.80|3817210000|7/12/2022
7/11/2022|3880.94|3880.94|3847.22|3854.43|3854.43|3423480000|7/11/2022
7/8/2022|3888.26|3918.50|3869.34|3899.38|3899.38|3521620000|7/8/2022
7/7/2022|3858.85|3910.63|3858.85|3902.62|3902.62|4057770000|7/7/2022
7/6/2022|3831.98|3870.91|3809.37|3845.08|3845.08|4417720000|7/6/2022
7/5/2022|3792.61|3832.19|3742.06|3831.39|3831.39|5076590000|7/5/2022
7/1/2022|3781.00|3829.82|3752.10|3825.33|3825.33|4046950000|7/1/2022
6/30/2022|3785.99|3818.99|3738.67|3785.38|3785.38|4840070000|6/30/2022
6/29/2022|3825.09|3836.50|3799.02|3818.83|3818.83|4211240000|6/29/2022
6/28/2022|3913.00|3945.86|3820.14|3821.55|3821.55|4270120000|6/28/2022
6/27/2022|3920.76|3927.72|3889.66|3900.11|3900.11|4325310000|6/27/2022
6/24/2022|3821.75|3913.65|3821.75|3911.74|3911.74|8120260000|6/24/2022
6/23/2022|3774.71|3802.58|3743.52|3795.73|3795.73|5098640000|6/23/2022
6/22/2022|3733.89|3801.79|3717.69|3759.89|3759.89|5058990000|6/22/2022
6/21/2022|3715.31|3779.65|3715.31|3764.79|3764.79|5292260000|6/21/2022
6/17/2022|3665.90|3707.71|3636.87|3674.84|3674.84|8520740000|6/17/2022
6/16/2022|3728.18|3728.18|3639.77|3666.77|3666.77|5644930000|6/16/2022
6/15/2022|3764.05|3837.56|3722.30|3789.99|3789.99|5530480000|6/15/2022
6/14/2022|3763.52|3778.18|3705.68|3735.48|3735.48|5153890000|6/14/2022
6/13/2022|3838.15|3838.15|3734.30|3749.63|3749.63|5636890000|6/13/2022
6/10/2022|3974.39|3974.39|3900.16|3900.86|3900.86|4889640000|6/10/2022
6/9/2022|4101.65|4119.10|4017.17|4017.82|4017.82|4134170000|6/9/2022
6/8/2022|4147.12|4160.14|4107.20|4115.77|4115.77|4159470000|6/8/2022
6/7/2022|4096.47|4164.86|4080.19|4160.68|4160.68|4248210000|6/7/2022
6/6/2022|4134.72|4168.78|4109.18|4121.43|4121.43|4332700000|6/6/2022
6/3/2022|4137.57|4142.67|4098.67|4108.54|4108.54|3711110000|6/3/2022
6/2/2022|4095.41|4177.51|4074.37|4176.82|4176.82|4405790000|6/2/2022
6/1/2022|4149.78|4166.54|4073.85|4101.23|4101.23|4531800000|6/1/2022
5/31/2022|4151.09|4168.34|4104.88|4132.15|4132.15|6822640000|5/31/2022
5/27/2022|4077.43|4158.49|4077.43|4158.24|4158.24|4375620000|5/27/2022
5/26/2022|3984.60|4075.14|3984.60|4057.84|4057.84|4709970000|5/26/2022
5/25/2022|3929.59|3999.33|3925.03|3978.73|3978.73|4802560000|5/25/2022
5/24/2022|3942.94|3955.68|3875.13|3941.48|3941.48|4923190000|5/24/2022
5/23/2022|3919.42|3981.88|3909.04|3973.75|3973.75|4420030000|5/23/2022
5/20/2022|3927.76|3943.42|3810.32|3901.36|3901.36|5130730000|5/20/2022
5/19/2022|3899.00|3945.96|3876.58|3900.79|3900.79|5113550000|5/19/2022
5/18/2022|4051.98|4051.98|3911.91|3923.68|3923.68|5103220000|5/18/2022
5/17/2022|4052.00|4090.72|4033.93|4088.85|4088.85|4841410000|5/17/2022
5/16/2022|4013.02|4046.46|3983.99|4008.01|4008.01|4415030000|5/16/2022
5/13/2022|3963.90|4038.88|3963.90|4023.89|4023.89|5183340000|5/13/2022
5/12/2022|3903.95|3964.80|3858.87|3930.08|3930.08|6286450000|5/12/2022
5/11/2022|3990.08|4049.09|3928.82|3935.18|3935.18|5816140000|5/11/2022
5/10/2022|4035.18|4068.82|3958.17|4001.05|4001.05|5885820000|5/10/2022
5/9/2022|4081.27|4081.27|3975.48|3991.24|3991.24|5954520000|5/9/2022
5/6/2022|4128.17|4157.69|4067.91|4123.34|4123.34|5116940000|5/6/2022
5/5/2022|4270.43|4270.43|4106.01|4146.87|4146.87|5077030000|5/5/2022
5/4/2022|4181.18|4307.66|4148.91|4300.17|4300.17|5136360000|5/4/2022
5/3/2022|4159.78|4200.10|4147.08|4175.48|4175.48|4582050000|5/3/2022
5/2/2022|4130.61|4169.81|4062.51|4155.38|4155.38|5163790000|5/2/2022
4/29/2022|4253.75|4269.68|4124.28|4131.93|4131.93|5084030000|4/29/2022
4/28/2022|4222.58|4308.45|4188.63|4287.50|4287.50|4854180000|4/28/2022
4/27/2022|4186.52|4240.71|4162.90|4183.96|4183.96|4769680000|4/27/2022
4/26/2022|4278.14|4278.14|4175.04|4175.20|4175.20|4689970000|4/26/2022
4/25/2022|4255.34|4299.02|4200.82|4296.12|4296.12|5240040000|4/25/2022
4/22/2022|4385.83|4385.83|4267.62|4271.78|4271.78|4651940000|4/22/2022
4/21/2022|4489.17|4512.94|4384.47|4393.66|4393.66|4636890000|4/21/2022
4/20/2022|4472.26|4488.29|4448.76|4459.45|4459.45|4290450000|4/20/2022
4/19/2022|4390.63|4471.03|4390.63|4462.21|4462.21|4108120000|4/19/2022
4/18/2022|4385.63|4410.31|4370.30|4391.69|4391.69|3910490000|4/18/2022
4/14/2022|4449.12|4460.46|4390.77|4392.59|4392.59|4083090000|4/14/2022
4/13/2022|4394.30|4453.92|4392.70|4446.59|4446.59|3828150000|4/13/2022
4/12/2022|4437.59|4471.00|4381.34|4397.45|4397.45|4152090000|4/12/2022
4/11/2022|4462.64|4464.35|4408.38|4412.53|4412.53|4266290000|4/11/2022
4/8/2022|4494.15|4520.41|4474.60|4488.28|4488.28|4083200000|4/8/2022
4/7/2022|4474.65|4521.16|4450.30|4500.21|4500.21|4821490000|4/7/2022
4/6/2022|4494.17|4503.94|4450.04|4481.15|4481.15|4986830000|4/6/2022
4/5/2022|4572.45|4593.45|4514.17|4525.12|4525.12|4800620000|4/5/2022
4/4/2022|4547.97|4583.50|4539.21|4582.64|4582.64|4547350000|4/4/2022
4/1/2022|4540.32|4548.70|4507.57|4545.86|4545.86|4562940000|4/1/2022
3/31/2022|4599.02|4603.07|4530.41|4530.41|4530.41|4823020000|3/31/2022
3/30/2022|4624.20|4627.77|4581.32|4602.45|4602.45|4385570000|3/30/2022
3/29/2022|4602.86|4637.30|4589.66|4631.60|4631.60|5085910000|3/29/2022
3/28/2022|4541.09|4575.65|4517.69|4575.52|4575.52|4312260000|3/28/2022
3/25/2022|4522.91|4546.03|4501.07|4543.06|4543.06|4305020000|3/25/2022
3/24/2022|4469.98|4520.58|4465.17|4520.16|4520.16|4131390000|3/24/2022
3/23/2022|4493.10|4501.07|4455.81|4456.24|4456.24|4550670000|3/23/2022
3/22/2022|4469.10|4522.00|4469.10|4511.61|4511.61|4754840000|3/22/2022
3/21/2022|4462.40|4481.75|4424.30|4461.18|4461.18|4869820000|3/21/2022
3/18/2022|4407.34|4465.40|4390.57|4463.12|4463.12|8278430000|3/18/2022
3/17/2022|4345.11|4412.67|4335.65|4411.67|4411.67|4985090000|3/17/2022
3/16/2022|4288.14|4358.90|4251.99|4357.86|4357.86|6309750000|3/16/2022
3/15/2022|4188.82|4271.05|4187.90|4262.45|4262.45|5392470000|3/15/2022
3/14/2022|4202.75|4247.57|4161.72|4173.11|4173.11|5574920000|3/14/2022
3/11/2022|4279.50|4291.01|4200.49|4204.31|4204.31|4938640000|3/11/2022
3/10/2022|4252.55|4268.28|4209.80|4259.52|4259.52|4980830000|3/10/2022
3/9/2022|4223.10|4299.40|4223.10|4277.88|4277.88|5662670000|3/9/2022
3/8/2022|4202.66|4276.94|4157.87|4170.70|4170.70|7243120000|3/8/2022
3/7/2022|4327.01|4327.01|4199.85|4201.09|4201.09|6940470000|3/7/2022
3/4/2022|4342.12|4342.12|4284.98|4328.87|4328.87|5797380000|3/4/2022
3/3/2022|4401.31|4416.78|4345.56|4363.49|4363.49|5039890000|3/3/2022
3/2/2022|4322.56|4401.48|4322.56|4386.54|4386.54|5337870000|3/2/2022
3/1/2022|4363.14|4378.45|4279.54|4306.26|4306.26|5846230000|3/1/2022
2/28/2022|4354.17|4388.84|4315.12|4373.94|4373.94|6071370000|2/28/2022
2/25/2022|4298.38|4385.34|4286.83|4384.65|4384.65|5177060000|2/25/2022
2/24/2022|4155.77|4294.73|4114.65|4288.70|4288.70|6752130000|2/24/2022
2/23/2022|4324.93|4341.51|4221.51|4225.50|4225.50|4797430000|2/23/2022
2/22/2022|4332.74|4362.12|4267.11|4304.76|4304.76|5121900000|2/22/2022
2/18/2022|4384.57|4394.60|4327.22|4348.87|4348.87|4708060000|2/18/2022
2/17/2022|4456.06|4456.06|4373.81|4380.26|4380.26|4539420000|2/17/2022
2/16/2022|4455.75|4489.55|4429.68|4475.01|4475.01|4283640000|2/16/2022
2/15/2022|4429.28|4472.77|4429.28|4471.07|4471.07|4430830000|2/15/2022
2/14/2022|4412.61|4426.22|4364.84|4401.67|4401.67|4600390000|2/14/2022
2/11/2022|4506.27|4526.33|4401.41|4418.64|4418.64|5251500000|2/11/2022
2/10/2022|4553.24|4588.92|4484.31|4504.08|4504.08|5314860000|2/10/2022
2/9/2022|4547.00|4590.03|4547.00|4587.18|4587.18|4524350000|2/9/2022
2/8/2022|4480.02|4531.32|4465.40|4521.54|4521.54|4459620000|2/8/2022
2/7/2022|4505.75|4521.86|4471.47|4483.87|4483.87|4228480000|2/7/2022
2/4/2022|4482.79|4539.66|4451.50|4500.53|4500.53|4706290000|2/4/2022
2/3/2022|4535.41|4542.88|4470.39|4477.44|4477.44|4401970000|2/3/2022
2/2/2022|4566.39|4595.31|4544.32|4589.38|4589.38|4481580000|2/2/2022
2/1/2022|4519.57|4550.49|4483.53|4546.54|4546.54|4816830000|2/1/2022
1/31/2022|4431.79|4516.89|4414.02|4515.55|4515.55|5098610000|1/31/2022
1/28/2022|4336.19|4432.72|4292.46|4431.85|4431.85|5031090000|1/28/2022
1/27/2022|4380.58|4428.74|4309.50|4326.51|4326.51|5214200000|1/27/2022
1/26/2022|4408.43|4453.23|4304.80|4349.93|4349.93|5570640000|1/26/2022
1/25/2022|4366.64|4411.01|4287.11|4356.45|4356.45|5145050000|1/25/2022
1/24/2022|4356.32|4417.35|4222.62|4410.13|4410.13|6928110000|1/24/2022
1/21/2022|4471.38|4494.52|4395.34|4397.94|4397.94|5589100000|1/21/2022
1/20/2022|4547.35|4602.11|4477.95|4482.73|4482.73|4640870000|1/20/2022
1/19/2022|4588.03|4611.55|4530.20|4532.76|4532.76|4465740000|1/19/2022
1/18/2022|4632.24|4632.24|4568.70|4577.11|4577.11|4748700000|1/18/2022
1/14/2022|4637.99|4665.13|4614.75|4662.85|4662.85|4338490000|1/14/2022
1/13/2022|4733.56|4744.13|4650.29|4659.03|4659.03|4251730000|1/13/2022
1/12/2022|4728.59|4748.83|4706.71|4726.35|4726.35|4048220000|1/12/2022
1/11/2022|4669.14|4714.13|4638.27|4713.07|4713.07|4101590000|1/11/2022
1/10/2022|4655.34|4673.02|4582.24|4670.29|4670.29|4511810000|1/10/2022
1/7/2022|4697.66|4707.95|4662.74|4677.03|4677.03|4181510000|1/7/2022
1/6/2022|4693.39|4725.01|4671.26|4696.05|4696.05|4295280000|1/6/2022
1/5/2022|4787.99|4797.70|4699.44|4700.58|4700.58|4887960000|1/5/2022
1/4/2022|4804.51|4818.62|4774.27|4793.54|4793.54|4683170000|1/4/2022
1/3/2022|4778.14|4796.64|4758.17|4796.56|4796.56|3831020000|1/3/2022
12/31/2021|4775.21|4786.83|4765.75|4766.18|4766.18|2677820000|12/31/2021
12/30/2021|4794.23|4808.93|4775.33|4778.73|4778.73|3124950000|12/30/2021
12/29/2021|4788.64|4804.06|4778.08|4793.06|4793.06|2963310000|12/29/2021
12/28/2021|4795.49|4807.02|4780.04|4786.35|4786.35|2707920000|12/28/2021
12/27/2021|4733.99|4791.49|4733.99|4791.19|4791.19|2770290000|12/27/2021
12/23/2021|4703.96|4740.74|4703.96|4725.79|4725.79|2913040000|12/23/2021
12/22/2021|4650.36|4697.67|4645.53|4696.56|4696.56|3319610000|12/22/2021
12/21/2021|4594.96|4651.14|4583.16|4649.23|4649.23|4072430000|12/21/2021
12/20/2021|4587.90|4587.90|4531.10|4568.02|4568.02|4635700000|12/20/2021
12/17/2021|4652.50|4666.70|4600.22|4620.64|4620.64|7987090000|12/17/2021
12/16/2021|4719.13|4731.99|4651.89|4668.67|4668.67|4829500000|12/16/2021
12/15/2021|4636.46|4712.60|4611.22|4709.85|4709.85|4910130000|12/15/2021
12/14/2021|4642.99|4660.47|4606.52|4634.09|4634.09|4485430000|12/14/2021
12/13/2021|4710.30|4710.30|4667.60|4668.97|4668.97|4397230000|12/13/2021
12/10/2021|4687.64|4713.57|4670.24|4712.02|4712.02|3870110000|12/10/2021
12/9/2021|4691.00|4695.26|4665.98|4667.45|4667.45|3903840000|12/9/2021
12/8/2021|4690.86|4705.06|4674.52|4701.21|4701.21|4234600000|12/8/2021
12/7/2021|4631.97|4694.04|4631.97|4686.75|4686.75|4492400000|12/7/2021
12/6/2021|4548.37|4612.60|4540.51|4591.67|4591.67|4770800000|12/6/2021
12/3/2021|4589.49|4608.03|4495.12|4538.43|4538.43|5240070000|12/3/2021
12/2/2021|4504.73|4595.46|4504.73|4577.10|4577.10|5077180000|12/2/2021
12/1/2021|4602.82|4652.94|4510.27|4513.04|4513.04|5366730000|12/1/2021
11/30/2021|4640.25|4646.02|4560.00|4567.00|4567.00|6625990000|11/30/2021
11/29/2021|4628.75|4672.95|4625.26|4655.27|4655.27|4336410000|11/29/2021
11/26/2021|4664.63|4664.63|4585.43|4594.62|4594.62|3517700000|11/26/2021
11/24/2021|4675.78|4702.87|4659.89|4701.46|4701.46|3418430000|11/24/2021
11/23/2021|4678.48|4699.39|4652.66|4690.70|4690.70|4277590000|11/23/2021
11/22/2021|4712.00|4743.83|4682.17|4682.94|4682.94|4441100000|11/22/2021
11/19/2021|4708.44|4717.75|4694.22|4697.96|4697.96|4253180000|11/19/2021
11/18/2021|4700.72|4708.80|4672.78|4704.54|4704.54|4226410000|11/18/2021
11/17/2021|4701.50|4701.50|4684.41|4688.67|4688.67|3969070000|11/17/2021
11/16/2021|4679.42|4714.95|4679.42|4700.90|4700.90|3972640000|11/16/2021
11/15/2021|4689.30|4697.42|4672.86|4682.80|4682.80|3488410000|11/15/2021
11/12/2021|4655.24|4688.47|4650.77|4682.85|4682.85|3728600000|11/12/2021
